Recipe name,Ingredients,Image link,Preparing Time,Cooking Time,Difficulty,Persons,Recipe steps
Классический салат Цезарь,"[{'Салат романо': 'примерно 200-250 гр.;'}, {'Куриная грудка': '1 шт. (примерно 200 гр.);'}, {'Помидоры черри': '(лучше один спелый сладкий помидор) 10 шт.;'}, {'Гренки': '20-30 гр.;'}, {'Сыр Пармезан': '40 гр.;'}, {'Анчоус': '2-3 шт. по желанию;'}, {'Соль': 'по вкусу;'}, {'Черный перец': 'по вкусу;'}, {'Оливковое масло': 'немного для маринада и обжаривания.'}, {'Title': 'Соус'}, {'Желток': '2 шт.;'}, {'Соль': 'щепотка;'}, {'Оливковое масло': '100 мл.;'}, {'Сыр Пармезан': '20 гр.;'}, {'Чеснок': 'половина среднего зубчика;'}, {'Анчоус': '2-3 шт.;'}, {'Вустерский соус': '1 ч.л.;'}, {'Сок лимона': '1 ч.л.;'}, {'Соль': 'щепотка;'}, {'Мед': 'несколько капель по желанию.'}]",https://cooklikemary.ru/sites/default/files/shashlyk-1-3_0.jpg,до 20 мин.,до 20 мин.,1,2,"['Закройте куриную грудку пищевой пленкой и отбейте с помощью кулинарного молотка. Натрите мясо солью, черным перцем и оливковым маслом.\r\nПо возможности, замаринуйте и оставьте на 1 час при комнатной температуре. Обжарьте куриную грудку на раскаленной сковороде с добавлением оливкового масла до золотистой корочки. Если есть время, заверните мясо в фольгу и запекайте  в духовке при 150 гр. около 1 часа*. \r\nЕсли нет, то доведите до готовности на небольшом огне прямо в сквовороде.\r\n*Это сделает грудку по-настоящему сочной.', 'Соус. Натрите сыр на мелкой терке. Анчоусы измельчите. Чеснок пропустите через пресс.\r\nВзбейте желтки. Добавьте соль, сок лимона и продолжайте взбивать. Когда уйдут большие пузырьки и останутся только маленькие, начинайте очень медленно тоненькой струйкой вливать оливковое масло, продолжая взбивать. Вливайте и взбивайте до получения однородной эмульсии, консистенции майонеза.\r\nДобавьте анчоусы, сыр, вустерский соус, чеснок и снова взбейте. Попробуйте на вкус и, если появится желание, добавьте пару капель меда.', 'Промойте листья и высушите с помощью бумажных полотенец. Порвите руками. В отдельной посуде смешайте соус с листьями, при необходимости добавьте соль.\r\nВыложите салат с соусом в посуду для подачи. Нарежьте помидоры и куриную грудку так, как вам нравится и выложите на салатные листья.\r\nДобавьте гренки. Вы их можете приготовить  сами. Перед высушиванием в духовке смажьте хлеб оливковым маслом, чесноком и паприкой. Либо используйте покупные, мне очень нравятся с кунжутом.\r\nУкрасьте салат ломиками пармезана и парочкой анчоусов.']"
Шашлык из свинины с соевым соусом и имбирем,"[{'Свинина': '(ошеек) 600 гр.;'}, {'Лук репчатый': '(желательно белый) 2 шт.;'}, {'Корень имбиря': '2 см.;'}, {'Соевый соус': 'по вкусу;'}, {'Кинза': 'небольшой пучок;'}, {'Черный перец': 'по вкусу.'}, {'Соль.': ''}]",https://cooklikemary.ru/sites/default/files/shashlyk-1-4.jpg,до 60 мин.,до 30 мин.,1,2,"['Нарежьте мясо на равномерные кусочки примерно 5 на 5 см. Избегайте откровенного жира, поэтому возьмите мясо с запасом.', 'Луковицу разрежьте на 6 частей. Кинзу достаточно крупно порубите. Натрите имбирь на мелкой терке.', 'Соедините в миске мясо, лук, кинзу, имбирь, добавьте соевый соус, так, чтобы мясо было равномерно покрыто. Добавьте черный перец и перемешайте.\r\nОставьте при комнатной температуре на 1 час или уберите в холодильник на 3 часа.\r\nПеред приготовлением можете добавить соль (только если соевый не сильно соленый).', 'Нанизывайте мясо на шампуры, чередуя с луком, и готовьте примерно 20 минут, несколько раз перевернув в процессе.\r\nУкрасьте свежей кинзой и подавайте немедленно горячим!']"
Тарт с клубникой и заварным кремом,"[{'Title': 'Тесто'}, {'Мука': '200 гр.;'}, {'Сливочное масло': '100 гр.;'}, {'Желток': '1 шт.;'}, {'Сахарная пудра': '(или мелкий сахар) 50 гр.;'}, {'Холодная вода': '2 ст.л.;'}, {'Соль': 'щепотка.'}, {'Title': 'Заварной крем'}, {'Молоко': '250 мл.;'}, {'Ваниль': '1 стручок;'}, {'Желток': '3 шт.;'}, {'Сахар': '65 гр.;'}, {'Кукурузный крахмал': '3 ч.л.;'}, {'Сливочное масло': '2 ч.л.'}, {'Title': 'Взбитые сливки'}, {'Сливки 35%': '100 мл.;'}, {'Сахарная пудра': '50 гр.;'}, {'Ванильная эссенция': '(ванилин) несколько капель.'}, {'Title': 'Начинка'}, {'Клубника': '(или земляника) 400 гр.'}]",https://cooklikemary.ru/sites/default/files/img_20190522_135158.jpg,до 60 мин.,до 40 мин.,1,8,"['Тесто. Просейте в миску муку, сахарную пудру и щепотку соли. Добавьте нарезанное кубиками сливочное масло и кончиками пальцев быстро перетрите в крошку. Теперь добавьте к муке желток  и начинайте замешивание теста, добавляя 1-2 ст.л. воды. Сделайте шар, заверните в пищевую пленку и уберите в холодильник минимум на 30 минут.', 'Раскатайте охлажденное тесто на присыпанной мукой поверхности (а еще лучше на бумаге для выпечки). Смажьте разъемную форму для тарта сливочным маслом и слегка присыпьте мукой. Перенесите раскатанное тесто (удобно вместе с бумагой) и распределите его по форме.\r\nПроколите дно тарта вилкой по всему периметру. Так же вы можете сделать порционные тарталетки, выбрав маленькие формочки.\r\nПеред выпеканием положите тесто в морозилку минимум на 1 час либо воспользуйтесь выпечкой «слепым методом»*.\r\n*Сверху на тесто положите бумагу для выпечки и выложите груз (фасоль, горох и тп.). Это нужно для того, чтобы тесто «осталось на своих местах», а не съехало или сильно поднялось (ведь нам нужно будет туда закладывать крем).\r\nВыпекайте в заранее разогретой духовке при 180 гр. около 20 минут.\r\nАккуратно вытащите из формы и остудите.', 'Заварной крем. Разрежьте ваниль на половинки и вычистите семена. Доведите молоко до кипения, добавьте туда семена и стручок. \r\nВзбейте желтки с сахаром до побеления  венчиком или ручным миксером. Добавьте кукурузный крахмал и еще раз взбейте. Влейте туда немного горячего молока из сотейника и сразу хорошо размешайте. Теперь вылейте эту жидкость в молоко и, непрерывно помешивая, готовьте на маленьком огне в течение нескольких минут до загустения. Снимите сотейник с огня и аккуратно достаньте стручок, выбросите его. Добавьте сливочное масло и размешайте. Если это необходимо, процедите крем с помощью сита (это поможет избавиться от кусочков стручка!)\r\nГотовый крем накройте пищевой пленкой в контакт с кремом и остудите в холодильнике не менее 2 часов.', 'Взбитые сливки. Взбейте* охлажденные сливки с сахарной пудрой и ванильной эссенцией. \r\n*Не забудьте, что сливки начинают взбивать на маленькой скорости, постепенно её увеличивая. Если перевернуть миску со взбитыми сливками, они не потекут!)\r\nСоедините два крема и аккуратно взбейте получившуюся массу.', 'Выложите крем на остывшую песочную основу тарта или тарталеток и уберите в холодильник. Крем должен быть достаточно охлажденным, лучше дать ему полежать в холодильнике не менее 2 часов. И песочное тесто станет нежнее. Перед подачей украсьте клубникой или земляникой. Помойте, просушите с помощью бумажных полотенец и срежьте хвостики. Большие разрежьте, а маленькие выложите прямо так.']"
Творожная пасха с вареной сгущенкой и курагой,"[{'Творог': '700 гр. (9%)'}, {'Курага': '(ошпаренная) 100 гр. (медовая)'}, {'Сливочное масло': '90 гр.'}, {'Сливки': '100 мл. (33%)'}, {'Вареная сгущенка': '350 гр.'}, {'Ванильная эссенция': 'несколько капель (ванилин или ванильный сахар-1 ч.л)'}]",https://cooklikemary.ru/sites/default/files/img_4935-2.jpg,0,до 30 мин.,1,6,"['Творог положите в марлю и придавите чем-то тяжелым, оставьте на 3 часа для стекания лишней жидкости (если не уверены в качестве творога). Достаньте заранее сливочное масло, чтобы оно стало комнатной температуры.', 'Творог протрите через сито. Удобно воспользоваться деревянной ложкой.', 'Ошпаренную курагу мелко нарежьте.', 'Взбейте блендером сливочное масло с кусочками кураги.', 'В небольшой сотейник налейте сливки и доведите до кипения, но не кипятите. Добавьте ванильную эссенцию.', 'Добавьте к сливкам сгущенку и непрерывно помешивая, прогревайте(не кипятите) на небольшом огне в течение 2-3 минут. Крем должен загустеть. Снимите с огня, вымешайте (можно воспользоваться блендером) и дайте немного остыть.', 'Добавьте в творог масло с курагой и крем из сливок и сгущенки. Все еще раз взбейте до однородной консистенции.', 'Выстелите форму или дуршлаг двойным слоем марли и наполните ее творожной массой. Края марли заверните крест-накрест, сверху положите груз и поставьте на 24 часа в холодильник.']"
Мясо по-французски,"[{'Говядина': '(идеально вырезка) 700 гр.;'}, {'Шампиньоны': '400 гр.;'}, {'Репчатый лук': '1 шт.;'}, {'Помидоры черри': '200 гр.;'}, {'Кабачок': '(по желанию) среднего размера 1 шт.;'}, {'Кукурузный крахмал': '(для кабачка) 1 ст.л.;'}, {'Сыр': '(полутвердый) 150 гр.;'}, {'Майонез': '100 гр.;'}, {'Горчица': '1 ст.л.;'}, {'Сметана': '100 гр.;'}, {'Кориандр': '(молотый) немного по вкусу;'}, {'Розмарин': '(свежий или сухой) немного по вкусу;'}, {'Соль': 'по вкусу;'}, {'Черный перец': 'по вкусу.'}]",https://cooklikemary.ru/sites/default/files/img_4893.jpg,до 20 мин.,до 60 мин.,1,6,"['Подготовьте мясо, помойте и просушите. Порежьте на куски толщиной примерно 1 см. Сложите на доску, закройте пищевой пленкой и хорошенько отбейте. \r\nПосолите, поперчите, посыпьте молотым кориандром и свежим измельченным розмарином с обеих сторон.\r\nСмажьте противень оливковым маслом. Положите мясо, закройте пищевой пленкой и, по возможности, оставьте на 1 час.', 'Разрежьте лук на две части и порежьте на полукольца. Шампиньоны очистите с помощью бумажных полотенец и порежьте на слайсы.\r\nРазогрейте оливковое масло в большой сковороде и обжарьте на большом огне сначала лук. Как только он приобретет золотистый цвет, добавьте шампиньоны и продолжайте обжаривать. Через несколько минут грибы и лук будут готовы. Добавьте немного соли.\r\nПорежьте черри на две половинки. \r\nТеперь нарежьте кабачок слайсами толщиной примерно 1 см. Сложите кабачок в подходящую по размеру чашу. Добавьте 1 ст.л. кукурузного крахмала и крупную щепотку соли. Перемешайте.', 'В отдельной чаше соедините сметану, майонез и горчицу. Перемешайте. Это наш бешамель)))', 'На мясо выложите обжаренные грибы с луком. Добавьте черри и равномерно распределите по всему мясу. Сверху разложите нарезанные кабачки.\r\nРавномерно распределите соус с помощью ложки, а лучше кулинарной кистью.', 'Поставьте блюдо в хорошо разогретую духовку при 220 гр. (режим верх-низ)  примерно на 20-30 минут. \r\nКак только оно станет румяным, уменьшите температуру до 180 гр. и готовьте еще 20 минут.\r\nНатрите сыр на крупной терке.  Посыпьте готовое блюдо и готовьте еще минут пять, по возможности, на режиме гриль.\r\nПодавайте блюдо горячим с салатом из свежих овощей!']"
Цыпленок табака (тапака) в сливочно-аджичном соусе,"[{'Цыпленок': '(500-700 гр.) 1 шт.;'}, {'Сливочное масло': '(желательно топленое) 30 гр.;'}, {'Растительное масло': '1 ст.л.;'}, {'Хмели-сунели': 'по вкусу;'}, {'Кинза': 'немного для подачи;'}, {'Гранат': 'немного гранатовых зерен для подачи;'}, {'Title': 'Соус'}, {'Чеснок': 'несколько долек;'}, {'Сливки 10%': '200 мл.;'}, {'Сметана': '(20%) 2 ст.л.;'}, {'Аджика': '100 гр. (или по вкусу в зависимости от остроты);'}, {'Перец жгучий': '(если нет в аджике) немного по вкусу;'}, {'Соль': 'по вкусу'}]",https://cooklikemary.ru/sites/default/files/img_4659-2.jpg,до 60 мин.,до 40 мин.,1,2,"['Заранее достаньте сливки и сметану, чтобы они стали комнатной температуры.', 'Помойте и просушите цыпленка бумажным полотенцем.\r\nПоложите цыпленка грудкой вверх и разрежьте грудку вдоль хребта.\r\nРасплющьте цыпленка так, чтобы он стал максимально плоским.\r\nНатрите цыпленка солью и специями по вкусу. Заверните в пищевую пленку в несколько слоев и хорошо отбейте (уделяя особое внимание суставам).\r\nЕсли позволяет время, оставьте мариноваться при комнатной температуре на 1 час.', 'Разогрейте подходящую по размеру (цыпленка) сковороду. Добавьте сливочное и растительное масло и дайте хорошо нагреться.\r\nВыложите цыпленка в горячее масло кожей вниз. Закройте грузом (например, тарелка + кастрюля с водой) и жарьте на сильном огне с обеих сторон до румяного цвета. А пока подготовьте соус.', 'Смешайте в миске сливки, сметану, аджику, выдавите чеснок и добавьте измельченный острый перец. Перемешайте, попробуйте на вкус и если необходимо добавьте соль.', 'Посмотрите на цыпленка, если на ваш взгляд масла слишком много, то слейте.\r\nВылейте соус к курице, подождите пока закипит, и уменьшите огонь до минимума. Закройте обычной крышкой и тушите примерно в течение 20 минут, один раз перевернув вашего цыпленка.', 'Подавайте вместе с соусом, украсив свежей кинзой и по желанию гранатовыми зернами. \r\nПриятного аппетита!']"
Пирог с судаком,"[{'Title': 'Тесто'}, {'Мука': '350 гр.;'}, {'Масло сливочное': '100 гр.;'}, {'Сметана': '100 гр.;'}, {'Яйцо': '1 шт.;'}, {'Сахар': '2 ст.л.;'}, {'Соль': 'щепотка;'}, {'Сода': '1/4 ч.л.;'}, {'Лимонный сок': '1 капелька;'}, {'Title': 'Начинка'}, {'Судак': '(филе) 700 гр.;'}, {'Яйцо': '(сваренное вкрутую) 2 шт.;'}, {'Репчатый лук': '1 шт.;'}, {'Сметана': '(20%) 150 гр.;'}, {'Майонез': '50 гр.;'}, {'Оливковое масло': '(или растительное) 2 ст.л.;'}, {'Петрушка': 'пучок;'}, {'Соль': 'по вкусу;'}, {'Яйцо + капелька молока для смазывания пирога': ''}]",https://cooklikemary.ru/sites/default/files/img_4333_0.jpg,до 40 мин.,до 60 мин.,1,8,"['Тесто. Соедините в миске яйцо, сметану, соль с сахаром и перемешайте. Добавьте растопленное сливочное масло,  а после просейте к ним муку с содой (погасите капелькой лимонного сока). Быстро вымесите руками мягкое тесто, сделайте шар, заверните в пищевую пленку и уберите в холодильник минимум на 30 минут.', 'Если используете целую рыбу - разделайте её на филе. Филе нарежьте на небольшие кусочки, примерно 1 см. Сложите в небольшую миску, посолите и если надо поперчите по вкусу.', 'Сварите яйца вкрутую. Лук и яйца мелко нарежьте. Петрушку измельчите.\r\nРазогрейте в сковороде масло  и обжарьте лук до золотистого цвета. Затем добавьте рыбу жарьте еще пару минут. Выключите. Теперь добавьте яйца, сметану, майонез,  рубленую петрушку, перемешайте, посолите и остудите.', 'Подготовьте  разъемную форму примерно 24 см. Дно застелите бумагой для выпечки, края смажьте сливочным маслом.\r\nДостаньте  две трети теста  из холодильника и раскатайте.  Переложите в форму и разровняйте, сформировав достаточно высокие бортики. Проколите дно вилкой.\r\nВыложите начинку на тесто.\r\nРаскатайте оставшееся тесто и накройте пирог. \r\nЗащипните края, наколите дно пирога вилкой (или сделайте «вырез» как у меня), чтобы выходил пар.\r\nСмажьте пирог яйцом и выпекайте в заранее разогретой до 180 гр. духовке в течение примерно 45 минут. \r\n* Пирог лучше ставить на раскаленный противень, так ваше тесто будет хорошо пропеченным.\r\nПирог подавайте горячим или уже остывший подогрейте на самом маленьком огне на сковороде прикрытой крышкой.']"
"Творожная пасха с ванилью, цукатами и миндалем","[{'Творог': '500 гр. (сухой-9%)'}, {'Цукаты': '100 гр.'}, {'Сливочное масло': '90 гр.'}, {'Желток': '2 шт.'}, {'Сливки': '100 мл. (33%)'}, {'Сахарная пудра': '80 гр.'}, {'Миндаль': '30-50 гр.'}, {'Ваниль': '1 стручок'}]",https://cooklikemary.ru/sites/default/files/2017-03-30_14-10-04.jpg,до 20 мин.,до 60 мин.,1,4,"['Творог оберните в марлю и придавите чем-то тяжелым, оставьте на 3 часа для стекания лишней жидкости. Достаньте заранее сливочное масло.', 'Творог протрите через сито. Удобно воспользоваться деревянной ложкой.', 'Цукаты ошпарьте и измельчите.', 'Стручок ванили разрежьте на половинки и выньте семена.', 'Миндаль измельчите или используйте кондитерский(лепестки).', 'Взбейте венчиком  (или блендером) сливочное масло с цукатами и орехи.', 'Желтки взбейте с сахарной пудры до белизны.', 'В небольшой сотейник налейте сливки и доведите до кипения, но не кипятите. Добавьте семена ванили.', 'Добавьте к сливкам взбитые желтки и непрерывно помешивая прогревайте на небольшом огне в течение 2-3 минут. Крем должен загустеть. Снимите с огня, размешайте и дайте немного остыть.', 'Добавьте в творог масло с цукатами и крем из сливок и желтка. Все еще раз хорошо взбейте.', 'Выстелите форму или дуршлаг двойным слоем марли и наполните ее творожной массой. Края марли заверните крест-накрест, сверху положите груз и поставьте минимум на сутки в холодильник.']"
Спагетти вонголе,"[{'Ракушки вонголе': '1 кг.;'}, {'Чеснок': '3-4 дольки;'}, {'Перец Чили': '1 шт.;'}, {'Петрушка': 'большой пучок;'}, {'Белое сухое вино': '100 мл.;'}, {'Спагетти': '300 гр.;'}, {'Помидоры черри': 'примерно 8 шт.;'}, {'Оливковое масло': 'по вкусу;'}, {'Соль': 'по вкусу;'}, {'Свежемолотый перец': 'по вкусу.'}]",https://cooklikemary.ru/sites/default/files/img_4155.jpg,до 15 мин.,до 15 мин.,1,3,"['Переберите и удалите поврежденные ракушки. Тщательно и не один раз промойте ракушки под струей воды.', 'Ошпарьте помидоры черри. Очистите от кожуры и замаринуйте в оливковом масле, добавив соль и свежемолотый перец.', 'Нарежьте чеснок тонкими слайсами. У красного перца удалите перегородки и семена, а затем  нарежьте его тонкими полукольцами. Петрушку измельчите.', 'В большой кастрюле вскипятите воду и отварите спагетти, следуя инструкции на упаковке, уменьшив время варки на 3 минуты.', 'Одновременно в большой сковороде разогрейте оливковое масло. Обжарьте чеснок и чили на умеренном огне. Добавьте ракушки. Затем влейте вино и половник кипящей воды (от спагетти).\r\nНесколько минут готовьте ракушки на сильном огне до полного раскрытия. Потряхивайте сковороду туда-сюда, чтобы они равномерно готовились. Если есть нераскрывшиеся, не жалея, удалите.\r\n Добавьте спагетти, помидоры черри, петрушку и энергично перемешайте. \r\nДобавьте соль (если надо, ракушки и так соленые) и свежемолотый черный перец по вкусу.\r\nПодавайте ваше блюдо горячим немедленно!']"
Ростбиф,"[{'Говядина': 'примерно 1 кг.;'}, {'Оливковое масло': '3 ст.л.;'}, {'Сливочное масло': '1 ст.л.;'}, {'Чеснок': 'несколько долек;'}, {'Тимьян': '(по возможности) несколько веточек;'}, {'Розмарин': '(по возможности) несколько веточек;'}, {'Соль': 'по вкусу;'}, {'Черный перец': 'по вкусу.'}, {'Любой набор специй для говядины: розмарин, тимьян, зерна кориандра, молотая паприка, чили, зерна горчицы и т.п.': ''}]",https://cooklikemary.ru/sites/default/files/img_3710.jpg,до 60 мин.,до 60 мин.,1,4,"['За час до приготовления натрите мясо оливковым маслом, солью, перцем и любыми специями по вкусу*. Заверните кусок в фольгу и оставьте при комнатной температуре.\r\n*По возможности используйте свежемолотые специи, хотя бы черный перец.', 'Подготовленный кусок для придания формы желательно обвязать кулинарными нитками.\r\nРазогрейте сковороду. Добавьте смесь оливкового и сливочного масла, несколько долек чеснока и травы для аромата (розмарин и тимьян). Обжарьте мясо на самом большом огне с каждой стороны, в том числе уделяя внимание бокам, до румяной красивой корочки.\r\nЕсли есть, используйте кулинарные щипцы, но, ни в коем случае, не протыкайте мясо вилкой.', 'На противень установите решетку. Полейте мясо оставшимся маслом, если есть положите  свежие травы (или добавьте немного сухих по вкусу), пару разрезанных долек чеснока. Закройте фольгой и выпекайте в заранее разогретой до 250 гр. духовке около 20 минут, затем уменьшите температуру до 180 и готовьте еще примерно 20-25 минут.\r\nГотовое мясо сразу не разрезайте, обязательно дайте ему постоять 20 минут.\r\nБлюдо можно подавать как горячим, так и холодным. Мне очень нравится холодное, особенно на следующий день, в сочетании с кусочком черного хлеба, овощами и каким-нибудь соусом.']"
Блинный торт,"[{'Title': 'Блины'}, {'Мука': '230-250 гр.;'}, {'Яйцо': '(крупное) 1 шт. или 2 (мелких);'}, {'Кефир': '500 мл.;'}, {'Молоко': '200 мл.;'}, {'Сода': 'неполная 1 ч.л.;'}, {'Сахар': '3 ст.л.;'}, {'Соль': 'половина ч.л.;'}, {'Растительное масло': '3 ст.л. в тесто + для жарки.'}, {'Title': 'Для крема'}, {'Маскарпоне': '250 гр.;'}, {'Творог': '(9% или творожный сыр) 250 гр.;'}, {'Сливки 33-35%': '200 мл.;'}, {'Сгущённое молоко': 'примерно 250 мл. или по вкусу;'}, {'Лимон': 'цедра 1 лимона.'}, {'Title': 'Прослойка'}, {'Замороженные ягоды': '500 гр.;'}, {'Сахар': '5 ст.л. или по вкусу;'}, {'Корица': 'немного по вкусу;'}, {'Ваниль': '(эссенция или сахар) по вкусу;'}, {'Желатин': '(согласно инструкции на упаковке) у меня 4 пластинки.'}, {'Title': 'Дополнительно'}, {'Свежие ягоды': 'для подачи.'}]",https://cooklikemary.ru/sites/default/files/img_4413.jpg,до 60 мин.,до 30 мин.,1,6,"['Пожарьте блины, следуя рекомендациям из предыдущего рецепта. Остудите, а пока займитесь кремом и ягодной прослойкой.', 'Ягодная прослойка. Замочите желатин в холодной воде. Желатин бывает разный, необходимое количество нужно уточнить на вашей упаковке. Но нам нужно некрепкое желе, так что количество желатина сознательно занижайте. Поставьте на плиту сотейник с небольшим количеством воды (на самом дне), засыпьте ягоды и готовьте на среднем огне, пока не закипит. Уменьшите огонь, засыпьте сахар, корицу и ваниль. Варите пока больше половины ягод не «растворится», а соус не будет похож на варенье. Пробуйте сахар на вкус, я предпочитаю кисловатый. Выключите и дайте немного остыть. Если соус кажется густым, добавьте немного воды. Теперь, когда масса уже совсем «не кипяток» добавьте желатин и размешайте. Слегка остудите. Но намазывайте на блины долго не мешкая, потому что джем застынет и его будет трудно распределить.', 'Крем. Творог перетрите, воспользовавшись ситом (чтобы не попадались крупинки).\r\nВзбейте миксером охлажденные сливки,  начиная с минимальной скорости, постепенно увеличивая.  Соедините взбитые сливки, маскарпоне и творог (или творожный сыр). Взбейте до однородного состояния. Добавьте цедру лимона и сгущенное молоко. Количество регулируйте по вкусу.', 'Положите блинчик на подходящую по размеру тарелку. Нанесите крем и распределите с помощью лопатки. Сверху положите джем и аккуратно размажьте. Закройте следующим блинчиком. Продолжайте пока крем или блины не закончатся.\r\nСверху положите последний блин. Украсьте его джемом.\r\nУберите в холодильник на несколько часов, а лучше на ночь. При подаче украсьте свежими ягодами.']"
Ажурные блинчики,"[{'Мука': '230 гр.;'}, {'Яйцо': '2 шт.;'}, {'Кефир': '(жирный) 500 мл.;'}, {'Молоко': '200 мл.;'}, {'Сода': 'неполная 1 ч.л.;'}, {'Сахар': '3 ст.л.;'}, {'Соль': 'половина ч.л.;'}, {'Растительное масло': '3 ст.л. в тесто + для жарки;'}, {'Title': 'Дополнительно'}, {'Шоколадная паста': 'по вкусу;'}, {'Клубника': 'по вкусу;'}, {'Банан': 'по вкусу.'}]",https://cooklikemary.ru/sites/default/files/img_4227-4.jpg,до 40 мин.,до 30 мин.,1,6,"['Достаньте кефир (и яйцо заодно) и оставьте при комнатной температуре на несколько часов.\r\nЕсли такой возможности нет, то слегка подогрейте кефир (только не кипятите).\r\nДобавьте в него соду и оставьте на 10 минут.', 'Слегка взбейте яйцо и добавьте в кефир.\r\nТуда же положите соль и сахар.', 'Просейте к ним муку и перемешайте.', 'Доведите молоко до кипения. Начинайте вливать в тесто, при этом не переставая мешать венчиком.\r\nТесто должно быть однородной консистенции, похожей на жидкую сметану.\r\nЗакройте полотенцем и оставьте при комнатной температуре на 30 минут.\r\nВлейте в тесто масло и размешайте.', 'Хорошо разогрейте сковороду, добавьте немного масла и жарьте блинчики на огне выше среднего.\r\nЕсли вы в процессе поймёте, что ваши блинчики не получаются достаточно тонкими, влейте немного кипятка (воды или молока).\r\nДобавляйте масло при жарке по мере необходимости.', 'Конечно, блины могут быть с любой начинкой: сметана, икра, варенье, мед... \r\nЕсли честно, они и сами по себе очень вкусны. Но с шоколадной пастой, бананом и клубникой это разрыв вкусом какой-то!\r\nПросто намажьте половину блина шоколадной пастой, выложите дольки банана и клубники и аккуратно сверните.']"
Голландские блинчики,"[{'Мука': '125 гр.;'}, {'Яйцо': '2 шт.;'}, {'Сливки 20 %': '100 мл.;'}, {'Молоко': '120 мл.;'}, {'Сахар': '2 ст.л.;'}, {'Коричневый сахар': '(по желанию)1 ст.л.;'}, {'Соль': 'щепотка;'}, {'Ванильная эссенция': 'несколько капель;'}, {'Лимон': 'цедра половины лимона.'}, {'Title': 'Для подачи'}, {'Свежие ягоды': 'по вкусу;'}, {'Кленовый сироп': 'по вкусу;'}, {'Сахарная пудра': 'по вкусу;'}, {'Вишневый джем': 'по вкусу;'}, {'Сметана': '(или натуральный йогурт) по вкусу.'}]",https://cooklikemary.ru/sites/default/files/img_4110_2.jpg,до 10 мин.,до 20 мин.,1,2,"['Из этого количества теста у вас получится два голландских блинчика. Можете использовать две жаропрочные формы 18-20 см. (например, сковороду, которую можно ставить в духовку) или одну, но готовить в два захода.\r\nСмешайте венчиком яйца, сахар, соль, добавьте молоко и сливки. Добавьте ванильную эссенцию и цедру лимона. Просейте к жидким ингредиентам муку. Размешайте до однородного состояния.\r\nПоставьте противень в духовку и хорошо разогрейте до 200 гр. Смажьте форму сливочным маслом. Налейте половину теста в одну форму и запекайте минут 20 при 180 гр.\r\nГотовый голландский блинчик полейте кленовым сиропом, украсьте ягодами и джемом. Посыпьте сахарной пудрой и подавайте со сметаной или натуральным йогуртом.']"
Бефстроганов из печени,"[{'Говяжья печень': '(а лучше телячья) 700 гр.;'}, {'Сливки 20 %': '150-200 мл.;'}, {'Сметана': '100 гр.;'}, {'Лук репчатый': '(крупный) 1 шт.;'}, {'Петрушка': 'пучок;'}, {'Дижонская горчица': '(по желанию добавить в конце приготовления ) 1-2 ч.л.;'}, {'Сливочное масло': '30 гр.;'}, {'Оливковое масло': 'немного для жарки;'}, {'Чеснок': 'по желанию;'}, {'Белые сушеные грибы': 'горсть по вкусу;'}, {'Соль': 'по вкусу;'}, {'Черный перец': 'по вкусу.'}, {'Для подачи: соленый огурец и гарнир на ваш вкус.': ''}]",https://cooklikemary.ru/sites/default/files/img_4038.jpg,до 15 мин.,до 30 мин.,1,4,"['Заранее за 1 час до приготовления достаньте необходимое количество сливок и сметаны.', 'Хорошо помойте и просушите печень с помощью бумажных полотенец.\r\nОчистите от пленки и прожилок.\r\nНарежьте на полоски. Бефстроганов из мякоти режется на очень тонкие полоски (0,5 см. в ширину), но с печенью так не получится (1-1,5 см.)', 'Нарежьте лук полукольцами. Белые сушеные грибы измельчите в кофемолке.\r\nПетрушку измельчите.', 'Разогрейте сковороду, добавьте немного сливочного и оливкового масла. Быстро обжарьте лук до золотистого цвета. Достаньте и отложите в сторону.\r\nВ ту же сковороду добавьте еще немного масла и обжарьте на большом огне печень в два-три захода* до румяного цвета.\r\n*Чтобы печень получилась мягкой и сочной, нужно, чтобы она жарилась, а не тушилась. \r\nВо-первых, перед жаркой она должна быть сухой. Во-вторых, важно чтобы кусочки не соединялись между собой в сковороде, так они быстрее  схватятся, и не будут тушиться.\r\nПожаренную «партию» складывайте к луку.', 'Потом верните всё в сковороду: лук и печень. Добавьте сливки, сметану, грибы по вкусу и немного чеснока по желанию.\r\nДобавьте измельченную петрушку, горчицу, соль и перец, ориентируясь на свой вкус. Закройте крышкой и готовьте еще пару минут.\r\nВ качестве гарнира просто идеально подходит гречка с пармезаном, конечно же, картофельное пюре, и не забудьте соленый огурец (финальный аккорд)))']"
